"PROVINCIA","ElevacionPromedio","IDH_2019","FallMasc_1ola_mill_hab","FallFem_1ola_mill_hab","CasosMasc_1ola_mill_hab","CasosFem_1ola_mill_hab","Adult_15_64_mill_hab","Mayores_65_mill_hab","Pobreza_mill_hab","PobrezaExt_mill_hab","UCI_1ola_cant_hosp","UCIN_1ola_cant_hosp","VENT_1ola_cant_hosp"
"SAN MIGUEL",2200,0.37,249.105887795591,160.139499297166,3096.0303197452,2508.85215565559,525880.322414192,113183.039447697,507084.037650576,331942.492126475,0,0,0
"SAN PABLO",2400,0.31,255.406095692151,42.5676826153584,2979.73778307509,2766.8993699983,567384.641580112,102715.81815086,750828.792780521,400972.245870935,0,0,0
"SAN ROMAN",4500,0.56,1152.9454152405,579.748120731727,10651.6434385287,10419.0891076137,712261.50898282,47051.3093463913,246329.37554249,52692.6843648155,3.5,46.25,13.25
"SANCHEZ CARRION",2800,0.29,215.822901893075,92.4955293827465,4026.63871246223,4550.78004563113,554035.8882654,60183.7577850404,538773.139298267,303521.921440464,0,29,0
"SANDIA",3010.714286,0.41,177.304964539007,136.388434260775,1827.60501909438,2645.93562465903,517239.498090562,58919.8036006547,297646.61756683,85886.2520458265,0,5,0
"SANTA",2600,0.62,2736.66935712864,1223.00501499131,13766.0729018309,13394.9232994752,661088.988706767,93201.0311698591,163762.160180119,12083.2671897044,2.5,48.2,2.5
"SANTA CRUZ",2100,0.39,350.938761186173,131.602035444815,2588.17336374803,2588.17336374803,520968.590980874,109602.561852957,511109.624495525,306806.457273206,0,0,0
"SANTIAGO DE CHUCO",2500,0.35,354.004094134306,184.697788243986,3139.86240014776,3709.34724723338,492512.043834942,74033.030121131,431555.463206661,235235.412722599,0,4,0
"SATIPO",2500,0.39,279.588615434707,141.563855916307,5850.12634574141,5220.16718691384,476864.926846877,29126.7633547803,259869.371951953,36254.1849814905,1.33333333333333,11.3333333333333,1.33333333333333
"SECHURA",300,0.47,1499.63470436688,717.773875594406,6011.35620810315,5191.04320742383,617144.541714198,49757.1104474551,315778.848741973,35837.8087388969,0,0,0
"SIHUAS",3100,0.31,289.175208045497,96.3917360151656,3405.84133920252,3662.88596857629,523760.562927738,97162.8699032869,528158.91784211,90121.1322815924,0,2,0
"SUCRE",3500,0.39,159.85932379506,399.648309487651,1438.73391415554,1119.01526656542,456318.439773,119974.422508193,392287.586923507,261592.198864999,0,0,0
"SULLANA",800,0.54,2363.17116809047,1282.34094392506,12976.0690754322,13403.5160567405,635119.043984294,74894.8175106709,235583.52619334,35180.5658176755,1.42857142857143,28.1428571428571,1.42857142857143
"TACNA",2910.344828,0.61,1570.99734254664,650.067865881369,16182.4764576117,16787.4007216957,681307.238325112,66457.4009925573,155419.850544582,12561.2673915726,10,97,10
"TAHUAMANU",400,0.64,1324.06487917908,595.829195630586,30718.3051969547,30453.4922211188,535915.259847732,34955.3128103277,40989.7384971864,2035.08771929825,0,14,0
"TALARA",600,0.58,2345.63390573621,1066.86152721958,14534.1614906832,10895.1406649616,689119.473876507,78443.5513335769,178467.373036171,19248.9587139204,0,26.3333333333333,0
"TAMBOPATA",400,0.62,2658.10676575549,928.957727824583,31069.4970751628,31575.3651447702,766932.783929951,41499.5769103418,68838.7108642066,1918.71160001472,7,74.5,7
"TARATA",3613.636364,0.43,863.557858376511,370.096225018505,7401.9245003701,8142.11695040711,529607.69800148,119541.080680977,309806.316308907,159372.070071552,0,0,0
"TARMA",3100,0.48,801.10173992097,387.049155242716,4635.58871976741,4878.61958468726,541913.823055528,93161.8315526072,210571.932635445,67796.5201580601,2,12.5,2
"TAYACAJA",2700,0.36,297.855440826052,162.466604086938,4765.68705321684,5009.38695934725,472272.366235829,72198.3536717453,407462.722940284,164704.040002888,0,18,0
"TOCACHE",2300,0.51,881.184733145698,394.560328274193,11560.6176184339,12783.7546360839,637754.162611463,49740.9053844333,229457.479548623,75723.2290817266,4,45,4
"TRUJILLO",1900,0.64,2000.20887312947,1004.58028933902,9569.37323141651,10030.8833841426,678927.187821702,85623.0635720289,158674.79945693,11905.4799357466,2.71875,27.5625,2.75
"TUMBES",800,0.59,1969.10995068512,1121.05669758769,17890.4384900005,18343.5080361759,608123.885477959,62889.5381594921,101970.736354184,3848.941966438,2.4,31.4,2.4
"UCAYALI",1200,0.4,720.074364043414,327.306529110643,4058.60096097197,4490.64557939802,423364.449274034,39486.2596719079,418770.112986214,153073.277385737,1,25,1
"URUBAMBA",3613.636364,0.54,439.547114903679,363.763129575458,3425.43613683556,2728.22347181594,663988.965851736,80300.7108537824,283709.929217758,26085.9087257681,0,0,0
"UTCUBAMBA",1900,0.47,717.396019286274,266.938053687916,13980.8805619046,13380.2699411068,606766.879660989,69453.9448439247,317604.731477002,129563.55628222,1,65,1
"VICTOR FAJARDO",3500,0.38,532.76505061268,245.891561821237,3688.37342731855,3565.42764640793,503626.900536863,137494.364985042,490140.977828778,296806.688250482,0,0,0
"VILCAS HUAMAN",3100,0.31,41.2847824291966,82.5695648583932,1403.68260259268,1816.53042688465,433531.500288993,117579.060358352,405138.304021138,265593.675171332,0,0,0
"VIRU",2100,0.5,1259.94748864015,503.97899545606,5381.19508051471,4804.05784378277,491826.598710789,39920.013656205,286500.59745897,23848.4486388503,0,32.5,1.5
"YAROWILCA",3900,0.3,263.59722344258,58.5771607650177,2577.39507366078,1640.1605014205,344609.436780599,72899.2765720646,431008.991594177,218101.221333802,0,0,0
"YAULI",4500,0.64,1267.719257808,645.384349429526,9934.30909300449,10210.9023856171,676985.133110522,58222.8880949637,126510.775613691,19321.424455457,1,20,1
"YAUYOS",3312,0.45,583.630870639934,308.981049162318,3707.77258994782,3295.79785773139,468930.238945345,119060.697610547,237282.683328756,97835.4160944795,0,0,0
"YUNGAY",3412.5,0.34,367.499665909395,217.158893491915,3123.74716022985,3056.92903915542,563878.12374716,92008.5527194975,416116.363757851,124992.817051984,0,16,0
"YUNGUYO",4300,0.37,527.575991234122,182.622458504119,2658.17134044885,2759.62826184002,497524.451118055,124081.81486141,367015.340286514,120928.330830729,0,4,0
"ZARUMILLA",500,0.51,1485.00679882631,715.665927145209,11647.4629642883,14975.3095255135,577613.969798898,43941.8879267158,90473.4130108066,2377.2632934946,0,12,0
